anio,mes,ElAtazar,ElVado,ElVillar,LaAcena,LaJorosa,LaPinilla,LosMorales,Navacerrada,Navalmedio,Pedrezuela,PuentesViejas,Riosequillo,Santillana,Valmayor,fecha,total
2012,9,233.949,10.845,18.486,6.357,2.7,23.005,0.241,4.937,0.309,11.811,40.659,38.723,44.723,74.31,2012-09-01,511.055
2012,10,220.353,10.905,19.87,6.081,2.221,21.189,0.222,4.714,0.301,11.314,42.763,34.622,41.223,63.117,2012-10-01,478.89500000000004
2012,11,217.38,14.506,19.377,7.915,3.302,27.084,0.246,5.403,0.357,12.528,39.111,34.231,46.047,61.696,2012-11-01,489.183
2012,12,226.298,18.788,19.177,8.578,3.225,22.806,0.275,5.726,0.363,13.348,34.184,28.978,46.541,65.385,2012-12-01,493.672
2013,1,235.423,35.663,19.831,11.049,3.905,35.561,0.336,7.99,0.406,16.557,41.141,38.456,56.66,72.853,2013-01-01,575.831
2013,2,277.9,45.768,20.551,14.224,4.902,30.176,0.394,9.537,0.344,24.34,42.572,40.66,65.18,81.554,2013-02-01,658.102
2013,3,359.35,49.357,23.992,23.34,6.399,33.792,1.035,9.836,0.523,37.528,50.9,48.552,89.07,103.035,2013-03-01,836.709
2013,4,417.523,46.759,21.979,23.615,6.479,33.05,1.622,9.52,0.515,38.027,47.968,47.042,88.764,114.292,2013-04-01,897.1550000000001
2013,5,423.246,48.259,21.604,23.16,6.45,35.647,1.967,9.537,0.501,37.796,50.339,47.042,90.304,112.311,2013-05-01,908.1630000000001
2013,6,418.05,46.896,20.916,21.667,5.566,33.958,1.874,8.883,0.377,35.407,48.774,45.508,87.65,106.932,2013-06-01,882.458
2013,7,402.33,33.95,20.707,18.797,5.344,32.56,1.716,7.884,0.387,32.723,48.531,42.988,81.562,98.674,2013-07-01,828.1529999999999
2013,8,388.034,20.15,18.756,16.217,5.133,29.711,1.539,7.069,0.366,31.935,44.894,43.279,75.117,92.132,2013-08-01,774.3319999999999
2013,9,364.509,14.07,15.598,14.659,4.931,26.975,1.475,6.426,0.344,31.403,45.296,42.901,70.279,87.258,2013-09-01,726.124
2013,10,340.475,15.385,19.831,13.838,4.878,25.469,1.397,6.359,0.38,31.935,45.246,39.86,69.313,83.643,2013-10-01,698.009
2013,11,321.884,16.621,21.55,12.514,4.408,24.562,1.334,6.287,0.416,32.042,41.535,38.137,67.576,79.88,2013-11-01,668.746
2013,12,313.352,14.77,21.205,11.259,4.354,25.188,1.353,6.137,0.392,31.863,41.91,38.032,68.181,76.304,2013-12-01,654.2999999999998
2014,1,323.839,44.029,21.271,13.921,4.83,32.115,1.775,8.258,0.385,37.451,45.804,44.309,83.006,81.39,2014-01-01,742.3829999999999
2014,2,332.363,45.859,22.44,18.592,5.957,32.277,2.295,9.277,0.514,36.083,45.069,45.599,86.546,93.338,2014-02-01,776.209
2014,3,384.342,46.55,22.358,21.667,6.246,32.398,2.361,9.26,0.515,37.489,45.753,44.726,88.256,109.458,2014-03-01,851.379
2014,4,406.763,46.365,22.209,23.562,6.279,32.035,2.348,9.244,0.508,36.234,46.008,43.895,89.583,115.579,2014-04-01,880.612
2014,5,406.659,40.748,22.128,22.061,5.789,30.919,2.305,8.835,0.369,32.006,45.321,42.555,87.65,109.596,2014-05-01,856.9409999999999
2014,6,397.83,32.986,21.764,19.976,5.238,29.982,2.185,7.788,0.421,26.966,42.644,40.855,82.33,102.344,2014-06-01,813.3090000000002
2014,7,384.044,24.865,21.431,17.253,5.019,27.895,2.025,7.027,0.433,22.181,41.442,37.637,75.574,94.988,2014-07-01,761.8139999999999
2014,8,367.396,16.644,20.305,14.41,4.726,24.839,1.842,5.939,0.411,21.623,40.047,36.499,68.529,87.43,2014-08-01,710.6400000000001
2014,9,349.831,9.537,21.218,12.64,4.336,22.281,1.724,5.237,0.397,21.239,36.736,36.423,62.744,80.256,2014-09-01,664.5989999999999
2014,10,332.815,10.675,21.166,11.921,4.426,22.444,1.719,5.621,0.368,21.845,33.874,34.353,63.411,76.822,2014-10-01,641.46
2014,11,315.538,25.292,21.885,15.64,5.203,30.527,1.747,6.825,0.362,29.526,41.512,37.194,74.299,78.076,2014-11-01,683.6260000000001
2014,12,321.795,39.263,20.772,19.447,5.952,30.605,1.81,8.196,0.34,35.332,44.644,38.616,82.234,83.089,2014-12-01,732.095
2015,1,320.644,47.481,22.59,20.744,5.545,33.958,1.775,8.787,0.52,33.814,47.201,45.357,86.446,82.978,2015-01-01,757.8399999999999
2015,2,326.963,46.112,22.29,23.319,6.195,31.794,1.738,8.827,0.517,34.922,50.423,47.636,86.446,95.481,2015-02-01,782.663
2015,3,382.654,48.046,22.358,22.687,6.117,31.874,1.702,9.202,0.517,37.451,45.6,45.508,88.663,101.238,2015-03-01,843.6170000000002
2015,4,409.46,42.77,20.447,22.593,6.217,33.378,1.66,9.161,0.351,35.182,49.345,43.338,88.256,99.183,2015-04-01,861.3409999999999
2015,5,410.709,31.986,21.484,21.709,5.452,34.544,1.547,8.02,0.388,28.949,49.455,43.454,82.427,92.613,2015-05-01,832.7370000000001
2015,6,404.903,22.786,21.034,19.229,5.757,33.75,1.414,7.111,0.447,22.378,46.627,40.107,73.937,85.718,2015-06-01,785.198
2015,7,389.638,15.727,19.127,16.263,5.908,30.801,1.186,5.926,0.432,19.052,44.0,37.35,64.503,75.327,2015-07-01,725.24
2015,8,367.01,10.922,16.215,13.507,6.167,27.858,0.934,4.808,0.404,18.32,43.22,37.9,56.66,68.518,2015-08-01,672.443
2015,9,343.883,8.382,16.192,13.077,5.093,24.805,0.811,4.173,0.385,17.869,42.406,34.207,49.937,62.983,2015-09-01,624.2029999999999
2015,10,320.29,7.719,16.374,12.869,4.462,22.872,0.775,3.859,0.395,17.916,39.688,34.622,46.329,58.245,2015-10-01,586.415
2015,11,315.713,8.467,16.637,12.941,3.717,23.675,0.726,4.203,0.334,18.854,31.382,26.637,46.258,57.237,2015-11-01,566.7810000000001
2015,12,317.645,7.134,14.107,11.274,4.31,20.843,0.665,4.296,0.334,19.052,23.9,22.813,42.414,61.432,2015-12-01,550.2189999999999
2016,1,301.026,15.793,15.709,12.112,4.121,27.635,0.87,5.554,0.368,21.212,27.527,27.057,44.931,71.713,2016-01-01,575.6279999999999
2016,2,315.275,34.288,22.576,13.838,4.257,27.672,1.382,8.196,0.314,28.512,43.56,41.698,54.936,71.96,2016-02-01,668.464
2016,3,352.641,41.665,19.402,17.187,4.97,31.914,1.75,9.136,0.482,34.959,41.049,43.134,61.832,71.369,2016-03-01,731.49
2016,4,401.099,47.74,22.522,21.698,6.456,33.091,1.973,9.419,0.39,36.575,48.209,42.901,80.513,85.774,2016-04-01,838.36
2016,5,423.885,49.045,22.101,23.657,6.683,33.709,2.156,9.647,0.357,38.336,48.343,46.578,88.866,96.598,2016-05-01,889.9609999999999
2016,6,414.158,40.896,20.525,23.076,5.811,33.958,2.081,8.619,0.314,35.332,47.307,48.203,83.394,88.065,2016-06-01,851.739
2016,7,396.711,30.778,20.968,21.224,4.97,30.919,1.901,7.587,0.363,34.182,49.373,42.699,75.574,78.762,2016-07-01,796.011
2016,8,376.736,20.829,21.736,18.904,4.67,27.598,1.71,6.627,0.357,33.339,47.254,41.078,68.442,69.86,2016-08-01,739.1400000000001
2016,9,355.844,13.724,21.537,15.846,5.624,24.597,1.569,4.948,0.343,32.615,42.287,40.244,63.746,61.432,2016-09-01,684.356
2016,10,331.64,11.017,22.128,15.33,4.221,22.641,1.503,4.791,0.383,32.507,44.371,39.587,60.599,56.201,2016-10-01,646.9190000000001
2016,11,320.379,13.673,21.444,15.189,4.75,24.082,1.493,5.59,0.363,33.085,43.293,38.085,64.419,54.49,2016-11-01,640.335
2016,12,323.483,17.875,21.67,18.826,6.001,26.938,1.465,6.915,0.326,34.959,42.098,33.772,74.027,59.095,2016-12-01,667.4500000000002
2017,1,315.888,17.216,20.228,19.368,5.38,27.635,1.422,6.426,0.351,30.91,37.322,33.485,73.395,58.499,2017-01-01,647.525
2017,2,341.486,41.729,21.657,23.255,6.006,29.213,1.66,7.832,0.336,34.218,45.347,44.131,84.272,79.133,2017-02-01,760.2750000000001
2017,3,358.211,42.967,20.876,21.492,5.973,28.833,1.691,7.698,0.319,33.887,43.1,41.218,86.147,84.984,2017-03-01,777.3960000000001
2017,4,357.737,35.297,21.021,21.009,5.293,30.098,1.652,6.915,0.314,31.863,42.572,40.134,83.492,82.813,2017-04-01,760.2099999999999
2017,5,347.035,24.502,20.241,19.487,4.773,29.788,1.601,6.267,0.355,28.949,43.244,42.239,78.908,86.456,2017-05-01,733.8450000000001
2017,6,333.268,14.792,20.681,16.907,4.614,27.562,1.447,5.59,0.413,25.724,40.613,38.589,71.517,95.172,2017-06-01,696.8890000000001
2017,7,316.766,13.373,20.525,14.849,4.01,25.048,1.303,4.875,0.328,25.102,40.34,32.869,63.662,98.801,2017-07-01,661.8510000000001
2017,8,296.702,11.358,18.468,12.074,3.88,22.281,1.093,4.281,0.338,24.37,41.769,31.619,56.66,96.225,2017-08-01,621.1179999999999
2017,9,282.389,9.482,20.499,10.227,3.476,19.493,0.938,3.859,0.331,23.712,31.328,31.098,50.01,89.228,2017-09-01,576.0699999999999
2017,10,272.889,7.733,13.391,8.59,3.34,16.844,0.815,3.748,0.325,23.359,28.447,32.309,44.242,78.762,2017-10-01,534.794
2017,11,264.208,6.546,15.698,7.026,3.17,14.256,0.682,3.635,0.327,23.067,23.169,30.54,40.183,68.709,2017-11-01,501.216
2017,12,251.145,7.949,13.752,5.773,3.152,16.598,0.591,3.796,0.425,22.98,24.897,32.494,38.405,58.287,2017-12-01,480.24399999999997
2018,1,246.041,15.561,19.177,5.548,2.999,20.781,0.553,4.988,0.369,23.446,25.978,29.664,38.155,47.091,2018-01-01,480.3510000000001
2018,2,238.833,23.074,18.645,6.518,2.822,21.38,0.524,5.901,0.368,20.225,32.532,27.911,36.138,44.133,2018-02-01,479.00399999999996
2018,3,304.444,46.504,22.645,15.631,6.128,29.866,0.996,9.327,0.515,36.385,41.257,44.25,67.662,68.376,2018-03-01,693.986
2018,4,378.702,47.154,22.686,19.467,6.089,32.601,1.545,9.269,0.516,36.234,45.676,45.146,83.297,92.192,2018-04-01,820.5740000000001
2018,5,412.17,46.295,21.55,20.379,6.15,30.488,1.836,9.352,0.391,37.031,43.317,37.953,87.549,103.394,2018-05-01,857.8549999999999
2018,6,417.207,44.364,21.55,21.461,6.012,29.404,1.839,8.746,0.34,38.027,46.472,38.456,87.147,103.525,2018-06-01,864.5500000000001
2018,7,411.022,30.972,21.258,19.526,4.898,27.048,1.727,7.705,0.387,37.145,42.907,35.239,79.096,103.394,2018-07-01,822.324
2018,8,387.134,22.872,21.59,16.126,4.99,23.98,1.666,6.784,0.366,36.234,43.196,36.244,71.606,103.459,2018-08-01,776.2470000000001
2018,9,361.351,17.826,21.55,13.623,4.721,21.158,1.617,6.099,0.357,35.669,43.317,37.428,66.03,103.262,2018-09-01,734.008
2018,10,337.544,16.783,21.564,11.748,4.471,19.313,1.031,5.572,0.352,35.519,41.372,38.429,61.997,105.117,2018-10-01,699.781
2018,11,326.337,26.099,21.737,12.869,4.656,26.938,0.9670000000000001,6.853,0.335,35.706,44.074,38.589,68.616,106.257,2018-11-01,719.066
2018,12,321.352,33.782,21.858,13.672,4.078,26.757,0.907,6.586,0.317,33.376,41.489,38.164,68.616,102.802,2018-12-01,712.8489999999999
2019,1,320.998,35.47,21.258,13.222,4.057,26.395,0.9483333333333333,5.844,0.371,30.7,40.047,37.533,67.317,98.357,2019-01-01,701.569
2019,2,324.373,40.473,21.008,13.109,4.1,25.293,1.1886666666666665,5.964,0.342,30.526,44.123,42.296,70.015,98.674,2019-02-01,720.296
2019,3,330.827,31.325,19.015,12.166,3.589,28.305,1.4789999999999999,5.621,0.305,26.934,41.98,41.585,71.339,97.663,2019-03-01,710.654
2019,4,345.179,29.962,20.202,10.77,4.204,28.908,1.7233333333333334,5.56,0.353,24.37,42.572,41.05,72.856,94.558,2019-04-01,720.5439999999999
2019,5,344.346,23.832,21.391,9.716,4.04,28.418,1.8643333333333334,5.56,0.304,19.52,45.145,42.728,66.801,88.065,2019-05-01,699.866
2019,6,324.729,17.658,19.177,8.458,2.961,26.612,1.789,5.086,0.322,17.383,45.094,42.039,57.135,79.293,2019-06-01,645.947
2019,7,295.016,15.55,17.394,6.607,2.47,23.439,1.6436666666666666,4.157,0.289,16.71,46.06,39.234,48.33,72.158,2019-07-01,587.414
2019,8,269.605,13.324,16.753,5.182,1.912,20.408,1.4896666666666665,3.29,0.255,16.126,43.56,38.696,40.701,66.775,2019-08-01,536.587
2019,9,246.344,12.007,17.136,4.124,1.611,17.512,1.3746666666666665,2.727,0.238,15.852,42.907,38.91,34.256,63.972,2019-09-01,497.5959999999999
2019,10,225.865,11.235,15.866,3.193,1.38,15.14,1.1163333333333332,2.486,0.224,15.583,41.233,37.874,29.918,63.701,2019-10-01,463.69800000000015
2019,11,228.687,22.715,20.916,3.592,1.463,25.717,1.0473333333333334,4.066,0.336,15.873,41.005,35.814,33.797,61.257,2019-11-01,495.238
2019,12,286.424,46.02,22.768,7.628,2.632,31.434,0.9876666666666667,7.602,0.338,20.995,45.069,39.045,51.199,63.521,2019-12-01,624.675
2020,1,316.941,39.574,21.537,9.154,2.842,29.213,0.9744444444444444,7.72,0.373,22.951,41.489,36.833,54.007,64.38,2020-01-01,647.0139999999999
2020,2,326.963,40.748,22.851,10.406,3.188,28.908,1.1242222222222222,8.297,0.276,30.318,44.222,38.723,57.532,63.252,2020-02-01,675.684
2020,3,338.733,45.403,22.892,11.34,3.542,29.519,1.3886666666666667,8.492,0.318,32.185,42.027,43.425,62.162,62.359,2020-03-01,702.397
2020,4,385.238,47.999,22.81,16.226,6.427,30.488,1.6401111111111113,9.202,0.453,37.528,45.246,43.396,79.378,76.097,2020-04-01,800.4879999999999
2020,5,398.646,44.882,22.236,17.441,6.234,28.493,1.7671111111111113,8.803,0.326,37.451,43.976,43.513,81.084,77.186,2020-05-01,810.2710000000001
2020,6,393.77,38.159,16.868,16.954,5.128,28.268,1.6916666666666667,7.757,0.326,35.444,38.826,42.988,76.492,74.057,2020-06-01,775.037
2020,7,378.209,27.341,16.329,15.48,4.074,25.575,1.5578888888888889,6.028,0.335,32.292,37.154,40.189,69.751,69.283,2020-07-01,722.04
2020,8,362.019,17.075,15.665,13.788,3.174,22.51,1.4162222222222223,4.188,0.316,30.179,36.986,36.627,64.503,66.031,2020-08-01,673.0609999999999
2020,9,341.118,15.167,15.487,12.02,3.127,20.5,1.3098888888888887,3.156,0.324,29.051,37.091,32.541,61.667,69.86,2020-09-01,641.109
2020,10,321.973,19.167,17.371,11.369,3.389,24.666,0.9874444444444443,4.147,0.336,29.561,37.513,31.71,65.01,79.987,2020-10-01,646.199
2020,11,322.594,26.556,20.421,15.596,4.354,22.477,0.8987777777777778,5.469,0.307,32.256,36.488,35.89,72.051,83.256,2020-11-01,677.715
2020,12,328.937,45.859,21.617,19.546,5.248,28.493,0.8285555555555556,8.305,0.321,33.851,44.619,38.857,80.703,96.598,2020-12-01,752.954
2021,1,332.906,48.117,23.6,23.477,5.805,29.557,0.8252592592592592,8.811,0.384,34.108,49.209,43.689,84.763,102.213,2021-01-01,786.639
2021,2,331.279,45.471,22.006,23.414,6.134,28.946,0.9456296296296296,8.859,0.351,34.477,44.222,47.479,82.427,117.166,2021-02-01,792.231
2021,3,343.976,47.74,19.54,23.731,6.63,26.288,1.2878888888888886,9.103,0.291,37.489,46.188,46.455,83.103,111.96,2021-03-01,802.494
